REF_DATE,GEO,DGUID,Companies,Diesel fuel consumption,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2005,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,98707509
2006,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2119082
2006,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1979536
2006,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,62441
2006,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,66694
2006,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,10411
2006,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1299571658
2006,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1051395
2006,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,1008573
2006,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,344
2006,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,39052
2006,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,3426
2006,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,633198093
2006,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,868931
2006,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,848711
2006,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2006,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,16216
2006,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,4004
2006,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,536126560
2006,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,58361
2006,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2006,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,58148
2006,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,213
2006,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2006,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,37186421
2006,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,140396
2006,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,122251
2006,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3949
2006,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,11214
2006,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2981
2006,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,93060584
2007,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2193684
2007,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,2058345
2007,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,62962
2007,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,63425
2007,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,8952
2007,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1486001147
2007,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1044591
2007,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,1004256
2007,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,427
2007,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,37787
2007,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,2121
2007,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,731933193
2007,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,931407
2007,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,912167
2007,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2007,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,15521
2007,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,3720
2007,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,620873183
2007,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,58739
2007,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2007,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,58518
2007,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,220
2007,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2007,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,37131069
2007,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,158947
2007,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,141922
2007,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4017
2007,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,9897
2007,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,3111
2007,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,96063702
2008,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2078060
2008,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1950585
2008,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,63666
2008,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,55633
2008,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,8176
2008,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1973051889
2008,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1018213
2008,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,980195
2008,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,359
2008,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,34383
2008,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,3276
2008,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,1002692222
2008,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,898023
2008,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,881035
2008,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2008,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,12933
2008,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,4055
2008,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,833983799
2008,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,59941
2008,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2008,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,59718
2008,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,223
2008,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2008,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,47418556
2008,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,101883
2008,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,89355
2008,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3589
2008,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,8094
2008,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,845
2008,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,88957312
2009,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1769604
2009,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1663312
2009,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,60542
2009,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,39123
2009,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,6627
2009,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1125937702
2009,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,911825
2009,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,883745
2009,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,486
2009,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,24575
2009,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,3019
2009,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,560297775
2009,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,722448
2009,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,710771
2009,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2009,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,8741
2009,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,2936
2009,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,461678454
2009,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,57000
2009,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2009,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,56872
2009,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,128
2009,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2009,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,53968213
2009,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,78331
2009,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,68796
2009,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3184
2009,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,5678
2009,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,673
2009,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,49993260
2010,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1932685
2010,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1832353
2010,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,55815
2010,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,37297
2010,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,7220
2010,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1377926583
2010,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2010,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2010,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2010,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2010,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,83949
2010,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,74828
2010,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,2781
2010,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,5584
2010,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,756
2010,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,61533132
2011,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1898331
2011,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1792045
2011,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,54129
2011,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,44228
2011,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,7929
2011,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1736437746
2011,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2011,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2011,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2011,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2011,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,89505
2011,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,79579
2011,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3542
2011,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,5122
2011,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1262
2011,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,83121898
2012,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2060281
2012,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1954550
2012,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,49416
2012,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,48149
2012,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,8167
2012,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1899666193
2012,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2012,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2012,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2012,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2012,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,87745
2012,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,78705
2012,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3360
2012,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,4710
2012,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,970
2012,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,83738335
2013,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2018468
2013,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1922153
2013,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,44437
2013,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,42062
2013,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,9816
2013,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1933565025
2013,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2013,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2013,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2013,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2013,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,80711
2013,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,72590
2013,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,1972
2013,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,4631
2013,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1518
2013,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,79146100
2014,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2106723
2014,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1992089
2014,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,42395
2014,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,61898
2014,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,10340
2014,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,2139416858
2014,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2014,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2014,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2014,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2014,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,82059
2014,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,73822
2014,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,1930
2014,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,4869
2014,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1437
2014,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,80867389
2015,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2034853
2015,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1926893
2015,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,43458
2015,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,53951
2015,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,10551
2015,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1528438949
2015,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2015,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2015,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2015,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2015,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,82088
2015,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,73919
2015,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,1717
2015,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,5025
2015,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1427
2015,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,63667115
2016,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1907374
2016,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1803872
2016,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,44851
2016,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,48615
