REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2013/2014,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,29.9
2013/2014,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,126
2013/2014,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,177
2013/2014,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,117
2013/2014,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,126
2013/2014,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,71.3
2013/2014,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,117
2013/2014,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,51
2013/2014,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,28.7
2013/2014,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,117
2013/2014,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,51
2013/2014,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,28.7
2013/2014,Yukon,2016A000260,College,Index of change,Index,160,units ,0,117
2013/2014,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2013/2014,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2013/2014,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2013/2014,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,280
2013/2014,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,77
2013/2014,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,212
2013/2014,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,75.5
2013/2014,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,89
2013/2014,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,69
2013/2014,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,24.5
2013/2014,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,55
2013/2014,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,69
2013/2014,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,24.5
2013/2014,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,55
2013/2014,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2013/2014,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2013/2014,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2013/2014,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,219
2013/2014,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2013/2014,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,103
2013/2014,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,154
2013/2014,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,70.3
2013/2014,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,97
2013/2014,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,65
2013/2014,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,29.7
2013/2014,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,121
2013/2014,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,65
2013/2014,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,29.7
2013/2014,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,121
2013/2014,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2013/2014,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2013/2014,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2014/2015,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,114202
2014/2015,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,114
2014/2015,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,66073
2014/2015,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,57.9
2014/2015,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,112
2014/2015,Canada,2016A000011124,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,48127
2014/2015,Canada,2016A000011124,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,42.1
2014/2015,Canada,2016A000011124,Post-secondary levels combined,Index of change,Index,160,units ,0,117
2014/2015,Canada,2016A000011124,College,Constant dollars,Dollars,81,units ,0,17472
2014/2015,Canada,2016A000011124,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.3
2014/2015,Canada,2016A000011124,College,Index of change,Index,160,units ,0,114
2014/2015,Canada,2016A000011124,University,Constant dollars,Dollars,81,units ,0,30657
2014/2015,Canada,2016A000011124,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2014/2015,Canada,2016A000011124,University,Index of change,Index,160,units ,0,118
2014/2015,Newfoundland and Labrador,2016A000210,All levels combined,Constant dollars,Dollars,81,units ,0,1649
2014/2015,Newfoundland and Labrador,2016A000210,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Newfoundland and Labrador,2016A000210,All levels combined,Index of change,Index,160,units ,0,104
2014/2015,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,870
2014/2015,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52.7
2014/2015,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,98
2014/2015,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,779
2014/2015,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,47.3
2014/2015,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Index of change,Index,160,units ,0,111
2014/2015,Newfoundland and Labrador,2016A000210,College,Constant dollars,Dollars,81,units ,0,214
2014/2015,Newfoundland and Labrador,2016A000210,College,Percentage distribution of  expenditures,Percent,239,units ,0,13
2014/2015,Newfoundland and Labrador,2016A000210,College,Index of change,Index,160,units ,0,91
2014/2015,Newfoundland and Labrador,2016A000210,University,Constant dollars,Dollars,81,units ,0,566
2014/2015,Newfoundland and Labrador,2016A000210,University,Percentage distribution of  expenditures,Percent,239,units ,0,34.3
2014/2015,Newfoundland and Labrador,2016A000210,University,Index of change,Index,160,units ,0,120
2014/2015,Prince Edward Island,2016A000211,All levels combined,Constant dollars,Dollars,81,units ,0,440
2014/2015,Prince Edward Island,2016A000211,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Prince Edward Island,2016A000211,All levels combined,Index of change,Index,160,units ,0,110
2014/2015,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,246
2014/2015,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,55.8
2014/2015,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,119
2014/2015,Prince Edward Island,2016A000211,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,194
2014/2015,Prince Edward Island,2016A000211,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,44.2
2014/2015,Prince Edward Island,2016A000211,Post-secondary levels combined,Index of change,Index,160,units ,0,101
2014/2015,Prince Edward Island,2016A000211,College,Constant dollars,Dollars,81,units ,0,86
2014/2015,Prince Edward Island,2016A000211,College,Percentage distribution of  expenditures,Percent,239,units ,0,19.6
2014/2015,Prince Edward Island,2016A000211,College,Index of change,Index,160,units ,0,116
2014/2015,Prince Edward Island,2016A000211,University,Constant dollars,Dollars,81,units ,0,109
2014/2015,Prince Edward Island,2016A000211,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.7
2014/2015,Prince Edward Island,2016A000211,University,Index of change,Index,160,units ,0,92
2014/2015,Nova Scotia,2016A000212,All levels combined,Constant dollars,Dollars,81,units ,0,2991
2014/2015,Nova Scotia,2016A000212,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Nova Scotia,2016A000212,All levels combined,Index of change,Index,160,units ,0,112
2014/2015,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1555
2014/2015,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52
2014/2015,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,110
2014/2015,Nova Scotia,2016A000212,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1437
2014/2015,Nova Scotia,2016A000212,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,48
2014/2015,Nova Scotia,2016A000212,Post-secondary levels combined,Index of change,Index,160,units ,0,114
2014/2015,Nova Scotia,2016A000212,College,Constant dollars,Dollars,81,units ,0,345
2014/2015,Nova Scotia,2016A000212,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.5
2014/2015,Nova Scotia,2016A000212,College,Index of change,Index,160,units ,0,115
2014/2015,Nova Scotia,2016A000212,University,Constant dollars,Dollars,81,units ,0,1092
2014/2015,Nova Scotia,2016A000212,University,Percentage distribution of  expenditures,Percent,239,units ,0,36.5
2014/2015,Nova Scotia,2016A000212,University,Index of change,Index,160,units ,0,113
2014/2015,New Brunswick,2016A000213,All levels combined,Constant dollars,Dollars,81,units ,0,2159
2014/2015,New Brunswick,2016A000213,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,New Brunswick,2016A000213,All levels combined,Index of change,Index,160,units ,0,104
2014/2015,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1271
2014/2015,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.9
2014/2015,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,105
2014/2015,New Brunswick,2016A000213,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,887
2014/2015,New Brunswick,2016A000213,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.1
2014/2015,New Brunswick,2016A000213,Post-secondary levels combined,Index of change,Index,160,units ,0,103
2014/2015,New Brunswick,2016A000213,College,Constant dollars,Dollars,81,units ,0,301
2014/2015,New Brunswick,2016A000213,College,Percentage distribution of  expenditures,Percent,239,units ,0,14
2014/2015,New Brunswick,2016A000213,College,Index of change,Index,160,units ,0,118
2014/2015,New Brunswick,2016A000213,University,Constant dollars,Dollars,81,units ,0,587
2014/2015,New Brunswick,2016A000213,University,Percentage distribution of  expenditures,Percent,239,units ,0,27.2
2014/2015,New Brunswick,2016A000213,University,Index of change,Index,160,units ,0,96
2014/2015,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,23563
2014/2015,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,106
2014/2015,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,13777
2014/2015,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.5
2014/2015,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
2014/2015,Quebec,2016A000224,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,9786
2014/2015,Quebec,2016A000224,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.5
2014/2015,Quebec,2016A000224,Post-secondary levels combined,Index of change,Index,160,units ,0,102
2014/2015,Quebec,2016A000224,College,Constant dollars,Dollars,81,units ,0,3833
2014/2015,Quebec,2016A000224,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.3
2014/2015,Quebec,2016A000224,College,Index of change,Index,160,units ,0,92
2014/2015,Quebec,2016A000224,University,Constant dollars,Dollars,81,units ,0,5952
2014/2015,Quebec,2016A000224,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.3
2014/2015,Quebec,2016A000224,University,Index of change,Index,160,units ,0,109
2014/2015,Ontario,2016A000235,All levels combined,Constant dollars,Dollars,81,units ,0,46774
2014/2015,Ontario,2016A000235,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Ontario,2016A000235,All levels combined,Index of change,Index,160,units ,0,118
2014/2015,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,27411
2014/2015,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.6
2014/2015,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,113
2014/2015,Ontario,2016A000235,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,19363
2014/2015,Ontario,2016A000235,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.4
2014/2015,Ontario,2016A000235,Post-secondary levels combined,Index of change,Index,160,units ,0,126
2014/2015,Ontario,2016A000235,College,Constant dollars,Dollars,81,units ,0,6840
2014/2015,Ontario,2016A000235,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.6
2014/2015,Ontario,2016A000235,College,Index of change,Index,160,units ,0,142
2014/2015,Ontario,2016A000235,University,Constant dollars,Dollars,81,units ,0,12522
2014/2015,Ontario,2016A000235,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2014/2015,Ontario,2016A000235,University,Index of change,Index,160,units ,0,119
2014/2015,Manitoba,2016A000246,All levels combined,Constant dollars,Dollars,81,units ,0,4403
2014/2015,Manitoba,2016A000246,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Manitoba,2016A000246,All levels combined,Index of change,Index,160,units ,0,121
2014/2015,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2894
2014/2015,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,65.7
2014/2015,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,119
2014/2015,Manitoba,2016A000246,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1508
2014/2015,Manitoba,2016A000246,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,34.3
2014/2015,Manitoba,2016A000246,Post-secondary levels combined,Index of change,Index,160,units ,0,126
2014/2015,Manitoba,2016A000246,College,Constant dollars,Dollars,81,units ,0,507
2014/2015,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.5
2014/2015,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,123
2014/2015,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,1002
2014/2015,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,22.8
2014/2015,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,127
2014/2015,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,4798
2014/2015,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,113
2014/2015,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2989
2014/2015,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,62.3
2014/2015,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,118
2014/2015,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1809
2014/2015,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,37.7
2014/2015,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,107
2014/2015,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,608
2014/2015,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,12.7
2014/2015,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,100
2014/2015,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,1201
2014/2015,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,25
2014/2015,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,110
2014/2015,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,14273
2014/2015,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,125
2014/2015,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,8286
2014/2015,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.1
2014/2015,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,130
2014/2015,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5988
2014/2015,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,42
2014/2015,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,119
2014/2015,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2282
2014/2015,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,16
2014/2015,Alberta,2016A000248,College,Index of change,Index,160,units ,0,106
2014/2015,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,3706
2014/2015,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,26
2014/2015,Alberta,2016A000248,University,Index of change,Index,160,units ,0,129
2014/2015,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,12893
2014/2015,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,110
2014/2015,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6534
2014/2015,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,50.7
2014/2015,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,98
2014/2015,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,6358
2014/2015,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,49.3
2014/2015,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,124
2014/2015,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,2326
2014/2015,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,18
2014/2015,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,115
2014/2015,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,4033
2014/2015,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,31.3
2014/2015,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,131
2014/2015,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,202
2014/2015,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,133
2014/2015,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,148
2014/2015,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,73.6
2014/2015,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,138
2014/2015,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,53
2014/2015,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,26.4
2014/2015,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,123
2014/2015,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,53
2014/2015,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,26.4
2014/2015,Yukon,2016A000260,College,Index of change,Index,160,units ,0,123
2014/2015,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2014/2015,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2014/2015,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2014/2015,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,282
2014/2015,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,78
2014/2015,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,215
2014/2015,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,76.1
2014/2015,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,90
2014/2015,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,68
2014/2015,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,24.2
2014/2015,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,55
2014/2015,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,68
2014/2015,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,24.2
2014/2015,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,55
2014/2015,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2014/2015,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2014/2015,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2014/2015,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,210
2014/2015,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2014/2015,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,99
2014/2015,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,148
2014/2015,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,70.5
2014/2015,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,93
2014/2015,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,63
2014/2015,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,30
2014/2015,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,116
2014/2015,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,63
2014/2015,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,30
2014/2015,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,116
2014/2015,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2014/2015,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2014/2015,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2015/2016,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,115975
2015/2016,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,116
2015/2016,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,67858
2015/2016,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.5
2015/2016,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,115
2015/2016,Canada,2016A000011124,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,48117
2015/2016,Canada,2016A000011124,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.5
2015/2016,Canada,2016A000011124,Post-secondary levels combined,Index of change,Index,160,units ,0,117
2015/2016,Canada,2016A000011124,College,Constant dollars,Dollars,81,units ,0,18268
2015/2016,Canada,2016A000011124,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.8
2015/2016,Canada,2016A000011124,College,Index of change,Index,160,units ,0,120
2015/2016,Canada,2016A000011124,University,Constant dollars,Dollars,81,units ,0,29848
2015/2016,Canada,2016A000011124,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.7
2015/2016,Canada,2016A000011124,University,Index of change,Index,160,units ,0,115
2015/2016,Newfoundland and Labrador,2016A000210,All levels combined,Constant dollars,Dollars,81,units ,0,1762
2015/2016,Newfoundland and Labrador,2016A000210,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2015/2016,Newfoundland and Labrador,2016A000210,All levels combined,Index of change,Index,160,units ,0,111
2015/2016,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,977
2015/2016,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,55.4
2015/2016,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,111
2015/2016,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,785
2015/2016,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,44.6
2015/2016,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Index of change,Index,160,units ,0,112
2015/2016,Newfoundland and Labrador,2016A000210,College,Constant dollars,Dollars,81,units ,0,224
2015/2016,Newfoundland and Labrador,2016A000210,College,Percentage distribution of  expenditures,Percent,239,units ,0,12.7
2015/2016,Newfoundland and Labrador,2016A000210,College,Index of change,Index,160,units ,0,96
2015/2016,Newfoundland and Labrador,2016A000210,University,Constant dollars,Dollars,81,units ,0,561
