REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2011/2012,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,22693
2011/2012,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,102
2011/2012,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,13121
2011/2012,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,57.8
2011/2012,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,104
2011/2012,Quebec,2016A000224,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,9572
2011/2012,Quebec,2016A000224,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,42.2
2011/2012,Quebec,2016A000224,Post-secondary levels combined,Index of change,Index,160,units ,0,99
2011/2012,Quebec,2016A000224,College,Constant dollars,Dollars,81,units ,0,3453
2011/2012,Quebec,2016A000224,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.2
2011/2012,Quebec,2016A000224,College,Index of change,Index,160,units ,0,83
2011/2012,Quebec,2016A000224,University,Constant dollars,Dollars,81,units ,0,6119
2011/2012,Quebec,2016A000224,University,Percentage distribution of  expenditures,Percent,239,units ,0,27
2011/2012,Quebec,2016A000224,University,Index of change,Index,160,units ,0,112
2011/2012,Ontario,2016A000235,All levels combined,Constant dollars,Dollars,81,units ,0,44373
2011/2012,Ontario,2016A000235,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Ontario,2016A000235,All levels combined,Index of change,Index,160,units ,0,112
2011/2012,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,26638
2011/2012,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,60
2011/2012,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,110
2011/2012,Ontario,2016A000235,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,17736
2011/2012,Ontario,2016A000235,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,40
2011/2012,Ontario,2016A000235,Post-secondary levels combined,Index of change,Index,160,units ,0,116
2011/2012,Ontario,2016A000235,College,Constant dollars,Dollars,81,units ,0,6358
2011/2012,Ontario,2016A000235,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.3
2011/2012,Ontario,2016A000235,College,Index of change,Index,160,units ,0,132
2011/2012,Ontario,2016A000235,University,Constant dollars,Dollars,81,units ,0,11377
2011/2012,Ontario,2016A000235,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.6
2011/2012,Ontario,2016A000235,University,Index of change,Index,160,units ,0,108
2011/2012,Manitoba,2016A000246,All levels combined,Constant dollars,Dollars,81,units ,0,4007
2011/2012,Manitoba,2016A000246,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Manitoba,2016A000246,All levels combined,Index of change,Index,160,units ,0,110
2011/2012,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2545
2011/2012,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,63.5
2011/2012,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,104
2011/2012,Manitoba,2016A000246,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1461
2011/2012,Manitoba,2016A000246,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,36.5
2011/2012,Manitoba,2016A000246,Post-secondary levels combined,Index of change,Index,160,units ,0,122
2011/2012,Manitoba,2016A000246,College,Constant dollars,Dollars,81,units ,0,418
2011/2012,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,10.4
2011/2012,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,101
2011/2012,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,1042
2011/2012,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,26
2011/2012,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,132
2011/2012,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,4033
2011/2012,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,95
2011/2012,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2511
2011/2012,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,62.3
2011/2012,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,99
2011/2012,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1522
2011/2012,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,37.7
2011/2012,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,90
2011/2012,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,493
2011/2012,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,12.2
2011/2012,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,81
2011/2012,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,1029
2011/2012,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.5
2011/2012,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,95
2011/2012,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,14412
2011/2012,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,126
2011/2012,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,8426
2011/2012,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.5
2011/2012,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,132
2011/2012,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5987
2011/2012,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.5
2011/2012,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,119
2011/2012,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2081
2011/2012,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.4
2011/2012,Alberta,2016A000248,College,Index of change,Index,160,units ,0,97
2011/2012,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,3906
2011/2012,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,27.1
2011/2012,Alberta,2016A000248,University,Index of change,Index,160,units ,0,136
2011/2012,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,12748
2011/2012,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,108
2011/2012,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6655
2011/2012,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52.2
2011/2012,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,100
2011/2012,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,6093
2011/2012,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,47.8
2011/2012,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,119
2011/2012,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,2046
2011/2012,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,16
2011/2012,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,101
2011/2012,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,4046
2011/2012,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,31.7
2011/2012,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,131
2011/2012,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,158
2011/2012,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,104
2011/2012,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,112
2011/2012,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,71.3
2011/2012,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,104
2011/2012,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,45
2011/2012,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,28.8
2011/2012,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,105
2011/2012,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,45
2011/2012,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,28.8
2011/2012,Yukon,2016A000260,College,Index of change,Index,160,units ,0,105
2011/2012,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2011/2012,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2011/2012,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2011/2012,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,251
2011/2012,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,69
2011/2012,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,195
2011/2012,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,77.4
2011/2012,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,82
2011/2012,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,57
2011/2012,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,22.6
2011/2012,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,45
2011/2012,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,57
2011/2012,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,22.6
2011/2012,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,45
2011/2012,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2011/2012,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2011/2012,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2011/2012,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,203
2011/2012,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,96
2011/2012,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,151
2011/2012,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,74.5
2011/2012,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,95
2011/2012,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,52
2011/2012,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,25.5
2011/2012,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,96
2011/2012,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,52
2011/2012,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,25.5
2011/2012,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,96
2011/2012,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2011/2012,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2011/2012,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2012/2013,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,110347
2012/2013,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,110
2012/2013,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,64829
2012/2013,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.8
2012/2013,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,110
2012/2013,Canada,2016A000011124,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,45518
2012/2013,Canada,2016A000011124,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.2
2012/2013,Canada,2016A000011124,Post-secondary levels combined,Index of change,Index,160,units ,0,110
2012/2013,Canada,2016A000011124,College,Constant dollars,Dollars,81,units ,0,15995
2012/2013,Canada,2016A000011124,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.5
2012/2013,Canada,2016A000011124,College,Index of change,Index,160,units ,0,105
2012/2013,Canada,2016A000011124,University,Constant dollars,Dollars,81,units ,0,29523
2012/2013,Canada,2016A000011124,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2012/2013,Canada,2016A000011124,University,Index of change,Index,160,units ,0,114
2012/2013,Newfoundland and Labrador,2016A000210,All levels combined,Constant dollars,Dollars,81,units ,0,1697
2012/2013,Newfoundland and Labrador,2016A000210,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Newfoundland and Labrador,2016A000210,All levels combined,Index of change,Index,160,units ,0,107
2012/2013,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,874
2012/2013,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,51.5
2012/2013,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,99
2012/2013,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,822
2012/2013,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,48.4
2012/2013,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Index of change,Index,160,units ,0,117
2012/2013,Newfoundland and Labrador,2016A000210,College,Constant dollars,Dollars,81,units ,0,222
2012/2013,Newfoundland and Labrador,2016A000210,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.1
2012/2013,Newfoundland and Labrador,2016A000210,College,Index of change,Index,160,units ,0,95
2012/2013,Newfoundland and Labrador,2016A000210,University,Constant dollars,Dollars,81,units ,0,600
2012/2013,Newfoundland and Labrador,2016A000210,University,Percentage distribution of  expenditures,Percent,239,units ,0,35.4
2012/2013,Newfoundland and Labrador,2016A000210,University,Index of change,Index,160,units ,0,128
2012/2013,Prince Edward Island,2016A000211,All levels combined,Constant dollars,Dollars,81,units ,0,451
2012/2013,Prince Edward Island,2016A000211,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Prince Edward Island,2016A000211,All levels combined,Index of change,Index,160,units ,0,113
2012/2013,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,245
2012/2013,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,54.3
2012/2013,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,119
2012/2013,Prince Edward Island,2016A000211,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,206
2012/2013,Prince Edward Island,2016A000211,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,45.7
2012/2013,Prince Edward Island,2016A000211,Post-secondary levels combined,Index of change,Index,160,units ,0,107
2012/2013,Prince Edward Island,2016A000211,College,Constant dollars,Dollars,81,units ,0,94
2012/2013,Prince Edward Island,2016A000211,College,Percentage distribution of  expenditures,Percent,239,units ,0,20.8
2012/2013,Prince Edward Island,2016A000211,College,Index of change,Index,160,units ,0,126
2012/2013,Prince Edward Island,2016A000211,University,Constant dollars,Dollars,81,units ,0,112
2012/2013,Prince Edward Island,2016A000211,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.8
2012/2013,Prince Edward Island,2016A000211,University,Index of change,Index,160,units ,0,95
2012/2013,Nova Scotia,2016A000212,All levels combined,Constant dollars,Dollars,81,units ,0,2908
2012/2013,Nova Scotia,2016A000212,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Nova Scotia,2016A000212,All levels combined,Index of change,Index,160,units ,0,109
2012/2013,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1501
2012/2013,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,51.6
2012/2013,Nova Scotia,2016A000212,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,106
2012/2013,Nova Scotia,2016A000212,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1406
2012/2013,Nova Scotia,2016A000212,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,48.3
2012/2013,Nova Scotia,2016A000212,Post-secondary levels combined,Index of change,Index,160,units ,0,111
2012/2013,Nova Scotia,2016A000212,College,Constant dollars,Dollars,81,units ,0,306
2012/2013,Nova Scotia,2016A000212,College,Percentage distribution of  expenditures,Percent,239,units ,0,10.5
2012/2013,Nova Scotia,2016A000212,College,Index of change,Index,160,units ,0,102
2012/2013,Nova Scotia,2016A000212,University,Constant dollars,Dollars,81,units ,0,1100
2012/2013,Nova Scotia,2016A000212,University,Percentage distribution of  expenditures,Percent,239,units ,0,37.8
2012/2013,Nova Scotia,2016A000212,University,Index of change,Index,160,units ,0,114
2012/2013,New Brunswick,2016A000213,All levels combined,Constant dollars,Dollars,81,units ,0,2159
2012/2013,New Brunswick,2016A000213,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,New Brunswick,2016A000213,All levels combined,Index of change,Index,160,units ,0,104
2012/2013,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,1305
2012/2013,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,60.4
2012/2013,New Brunswick,2016A000213,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,107
2012/2013,New Brunswick,2016A000213,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,854
2012/2013,New Brunswick,2016A000213,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,39.6
2012/2013,New Brunswick,2016A000213,Post-secondary levels combined,Index of change,Index,160,units ,0,99
2012/2013,New Brunswick,2016A000213,College,Constant dollars,Dollars,81,units ,0,272
2012/2013,New Brunswick,2016A000213,College,Percentage distribution of  expenditures,Percent,239,units ,0,12.6
2012/2013,New Brunswick,2016A000213,College,Index of change,Index,160,units ,0,107
2012/2013,New Brunswick,2016A000213,University,Constant dollars,Dollars,81,units ,0,582
2012/2013,New Brunswick,2016A000213,University,Percentage distribution of  expenditures,Percent,239,units ,0,27
2012/2013,New Brunswick,2016A000213,University,Index of change,Index,160,units ,0,95
2012/2013,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,22717
2012/2013,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,102
2012/2013,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,13255
2012/2013,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.3
2012/2013,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,105
2012/2013,Quebec,2016A000224,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,9463
2012/2013,Quebec,2016A000224,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.7
2012/2013,Quebec,2016A000224,Post-secondary levels combined,Index of change,Index,160,units ,0,98
2012/2013,Quebec,2016A000224,College,Constant dollars,Dollars,81,units ,0,3647
2012/2013,Quebec,2016A000224,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.1
2012/2013,Quebec,2016A000224,College,Index of change,Index,160,units ,0,88
2012/2013,Quebec,2016A000224,University,Constant dollars,Dollars,81,units ,0,5816
2012/2013,Quebec,2016A000224,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.6
2012/2013,Quebec,2016A000224,University,Index of change,Index,160,units ,0,106
2012/2013,Ontario,2016A000235,All levels combined,Constant dollars,Dollars,81,units ,0,44577
2012/2013,Ontario,2016A000235,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Ontario,2016A000235,All levels combined,Index of change,Index,160,units ,0,113
2012/2013,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,26442
2012/2013,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,59.3
2012/2013,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
2012/2013,Ontario,2016A000235,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,18135
2012/2013,Ontario,2016A000235,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,40.7
2012/2013,Ontario,2016A000235,Post-secondary levels combined,Index of change,Index,160,units ,0,118
2012/2013,Ontario,2016A000235,College,Constant dollars,Dollars,81,units ,0,6140
2012/2013,Ontario,2016A000235,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.8
2012/2013,Ontario,2016A000235,College,Index of change,Index,160,units ,0,127
2012/2013,Ontario,2016A000235,University,Constant dollars,Dollars,81,units ,0,11995
2012/2013,Ontario,2016A000235,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.9
2012/2013,Ontario,2016A000235,University,Index of change,Index,160,units ,0,114
2012/2013,Manitoba,2016A000246,All levels combined,Constant dollars,Dollars,81,units ,0,4126
2012/2013,Manitoba,2016A000246,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Manitoba,2016A000246,All levels combined,Index of change,Index,160,units ,0,113
2012/2013,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2653
2012/2013,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,64.3
2012/2013,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
2012/2013,Manitoba,2016A000246,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1473
2012/2013,Manitoba,2016A000246,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,35.7
2012/2013,Manitoba,2016A000246,Post-secondary levels combined,Index of change,Index,160,units ,0,123
2012/2013,Manitoba,2016A000246,College,Constant dollars,Dollars,81,units ,0,468
2012/2013,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.3
2012/2013,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,113
2012/2013,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,1005
2012/2013,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.4
2012/2013,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,128
2012/2013,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,4200
2012/2013,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,99
2012/2013,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2714
2012/2013,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,64.6
2012/2013,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,107
2012/2013,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1485
2012/2013,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,35.4
2012/2013,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,87
2012/2013,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,435
2012/2013,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,10.4
2012/2013,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,72
2012/2013,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,1050
2012/2013,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,25
2012/2013,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,97
2012/2013,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,14056
2012/2013,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2012/2013,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,123
2012/2013,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,8520
2012/2013,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,60.6
2012/2013,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,134
2012/2013,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5536
2012/2013,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,39.4
2012/2013,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,110
2012/2013,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2098
2012/2013,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.9
2012/2013,Alberta,2016A000248,College,Index of change,Index,160,units ,0,98
2012/2013,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,3438
2012/2013,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.5
2012/2013,Alberta,2016A000248,University,Index of change,Index,160,units ,0,120
2012/2013,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,12801
2012/2013,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
